transaction_id,customer_id,transaction_datetime,transaction_amount,merchant_id,merchant_category,payment_method,customer_age,customer_gender,customer_location,device_type,is_international,account_balance_before,account_balance_after,failed_transaction_count_24h,average_transaction_amount_7d,ip_risk_score,browser_type,transaction_type,account_type,loan_active_flag,credit_score,monthly_income,previous_fraud_count,transaction_hour,is_fraud
TXN_009690,CUST_4853,2025-04-13 12:23:33,5415.82,M899,Food,Credit Card,38.0,Female,Hyderabad,Tablet,0.0,46948.94,41533.12,1,2162.69,0.564,Opera,Online,Credit,0,779.0,45754.55,0,12,0
TXN_017294,CUST_1219,2023-03-03 12:36:07,96618.9,M951,Grocery,Wallet,50.0,Female,Mumbai,Mobile,0.0,46604.01,40162.75,0,3908.13,0.084,Opera,POS,Credit,1,640.097363801576,112404.591419436,0,12,0
TXN_015474,CUST_6070,2025-08-09 05:19:39,216.12,M978,Fuel,Wallet,32.0,Male,Hyderabad,Mobile,0.0,39634.33,39418.21,1,3204.85,0.346,Opera,POS,Current,0,590.0,70058.19,0,5,0
TXN_018932,CUST_3657,2025-04-29 02:02:51,7646.78,M881,Electronics,Wallet,43.59759315950596,Female,Hyderabad,Mobile,1.0,68327.55,60680.77,3,1628.87,0.449,Edge,ATM,Current,0,664.0,64719.59,0,2,0
TXN_006466,CUST_7809,2024-07-21 16:16:14,170.85,M261,Electronics,NetBanking,18.0,Female,Chennai,Desktop,0.0,48145.61,47974.76,1,4071.99,0.927,Edge,Online,Current,0,686.0,54964.62,0,16,0
TXN_000018,CUST_6934,2024-11-08 23:03:10,4787.48,M121,Food,UPI,50.0,Female,Kolkata,Desktop,0.0,55145.18,50357.7,2,1481.7,0.854,Opera,ATM,Current,0,641.0,70027.84,1,23,0
TXN_005343,CUST_9582,2023-08-07 11:47:39,287.31,M395,Electronics,Debit Card,52.0,Female,Hyderabad,Mobile,0.0,54402.09,47099.92270107663,0,1863.57,0.504189027931781,Safari,POS,Current,0,742.0,80124.83,1,11,0
TXN_006357,CUST_8295,2024-08-30 01:45:59,2333.19,M539,Fuel,NetBanking,57.0,Other,Delhi,Tablet,0.0,26720.97,24387.78,0,704.18,0.131,Chrome,POS,Current,0,630.0,67220.36,0,1,0
TXN_013205,CUST_7652,2024-12-05 18:21:28,2107.03,M593,Food,Wallet,58.0,Other,Bangalore,Mobile,0.0,47732.05,45625.02,1,1751.58,0.771,Opera,ATM,Current,0,622.0,54010.18,0,18,0
TXN_007419,CUST_2915,2025-03-25 19:42:22,269.48,M319,Grocery,NetBanking,60.0,Male,Kolkata,Desktop,0.0,112223.35,111953.87,1,2558.27,0.031,Opera,Online,Savings,0,643.0,57879.3,0,19,0
TXN_003843,CUST_8445,2024-02-28 00:03:15,1936.48,M985,Fuel,Wallet,56.0,Other,Delhi,Mobile,0.0,46564.76,44628.28,0,2627.08,0.415,Firefox,ATM,Current,1,778.0,44026.69,0,0,0
TXN_018681,CUST_7143,2023-01-03 04:45:41,582.31,M229,Fuel,Debit Card,47.0,Male,Hyderabad,Tablet,0.0,46058.15,45475.84,0,2047.06,0.395,Safari,POS,Current,0,608.0,61449.37,0,4,0
TXN_011798,CUST_4129,2023-03-28 00:49:10,1943.35,M112,Electronics,UPI,22.0,Male,Mumbai,Desktop,0.0,30565.05,28621.7,1,1533.21,0.478,Opera,POS,Savings,1,554.0,23427.39,0,0,0
TXN_019655,CUST_5859,2024-06-01 03:17:48,2296.37,M532,Electronics,NetBanking,47.0,Female,Bangalore,Desktop,0.0,43794.56,47099.92270107663,1,857.99,0.953,Safari,Online,Savings,1,690.0,80016.3,0,3,0
TXN_000018,CUST_6163,2023-03-05 14:59:46,838.02,M753,Travel,Debit Card,33.0,Other,Bangalore,Mobile,0.0,46347.35,45509.33,1,2143.74,0.021,Chrome,POS,Credit,1,640.0,36613.69,0,14,0
TXN_000218,CUST_5092,2023-04-27 14:27:10,4117.07,M186,Travel,NetBanking,66.0,Other,Bangalore,Mobile,0.0,48845.41,44728.34,6,2908.14,0.31,Opera,ATM,Savings,0,495.0,54093.98,0,14,0
TXN_015261,CUST_3186,2025-03-20 08:14:47,3316.47,M402,Travel,Wallet,44.0,Other,Bangalore,Desktop,0.0,40051.46,36734.99,1,1779.95,0.916,Firefox,ATM,Savings,1,616.0,38780.48,1,8,0
TXN_000018,CUST_5728,2024-05-02 19:20:28,219.49,M533,Electronics,Wallet,22.0,Other,Kolkata,Tablet,0.0,41411.08,41191.59,2,2968.17,0.944,Safari,POS,Current,1,555.0,62069.28,0,19,0
TXN_011203,CUST_1730,2024-11-12 19:12:43,2797.7,M118,Travel,UPI,67.0,Other,Bangalore,Mobile,0.0,46371.48,43573.78,1,3102.53,0.886,Chrome,POS,Savings,0,774.0,50887.22,0,19,0
TXN_013647,CUST_4828,2023-08-08 19:22:25,3810.3,M496,Fashion,NetBanking,35.0,Other,Bangalore,Tablet,0.0,71158.13,67347.83,0,995.73,0.215,Safari,Online,Current,0,716.0,44468.56,0,19,0
TXN_009331,CUST_2353,2023-12-10 09:48:50,3569.0,M235,Electronics,NetBanking,59.0,Other,Delhi,Mobile,0.0,36638.2,33069.2,1,3469.25,0.52,Chrome,Online,Current,0,732.0,33018.58,0,9,0
TXN_010989,CUST_2933,2023-12-28 06:50:46,6121.94,M445,Fashion,UPI,43.0,Female,Delhi,Tablet,0.0,4141.72,-1980.22,0,3401.28,0.586,Safari,POS,Credit,0,682.0,60304.65,0,6,0
TXN_018197,CUST_2369,2025-02-20 21:42:23,4392.5,M640,Food,Credit Card,26.0,Other,Mumbai,Desktop,0.07911960308244484,61282.93,56890.43,0,1491.35,0.763,Edge,POS,Savings,0,713.0,58568.38,0,21,0
TXN_017392,CUST_8396,2025-07-07 21:37:07,6015.77,M945,Fashion,Wallet,28.0,Other,Kolkata,Desktop,1.0,68096.14,62080.37,3,1383.97,0.376,Chrome,Online,Current,1,609.0,67257.35,0,21,0
TXN_019190,CUST_3097,2024-07-14 03:52:29,50860.35,M388,Fashion,UPI,25.0,Female,Kolkata,Mobile,0.0,61983.25,58592.56,3,2853.69,0.967,Safari,POS,Credit,0,706.881197906074,172890.288900812,0,3,0
TXN_014566,CUST_7991,2024-05-17 02:05:55,484.35,M652,Food,Credit Card,18.0,Male,Mumbai,Tablet,0.0,53132.49,52648.14,1,1113.95,0.544,Chrome,ATM,Credit,0,561.0,95315.5,0,2,0
TXN_008539,CUST_4808,2024-09-26 17:04:42,1908.95,M944,Electronics,Wallet,54.0,Male,Kolkata,Tablet,0.07911960308244484,61858.19,59949.24,0,1786.8,0.718,Firefox,Online,Credit,0,610.0,59706.84,0,17,0
TXN_012726,CUST_8163,2024-08-10 02:02:42,7818.74,M748,Fashion,NetBanking,43.59759315950596,Male,Delhi,Tablet,0.0,81285.08,73466.34,1,2200.96,0.988,Chrome,Online,Current,0,612.0,68313.79,0,2,0
TXN_000018,CUST_2816,2024-05-06 05:17:17,1687.97,M650,Food,NetBanking,51.0,Male,Mumbai,Tablet,0.0,35355.27,33667.3,0,2641.16,0.542,Edge,ATM,Savings,0,598.0,84468.16,1,5,0
TXN_016909,CUST_4443,2024-12-10 18:34:18,6837.02,M381,Fashion,NetBanking,41.0,Other,Chennai,Tablet,0.0,34034.65,27197.63,0,1707.62,0.704,Edge,Online,Current,0,591.0,45535.44,1,18,0
TXN_000501,CUST_6238,2024-08-01 10:47:20,3593.59,M351,Travel,Wallet,56.0,Other,Delhi,Tablet,0.0,37604.9,34011.31,2,2818.96,0.861,Firefox,Online,Savings,0,634.0,32710.72,0,10,0
TXN_002705,CUST_6747,2024-08-02 19:06:12,4411.09,M988,Electronics,Wallet,32.0,Other,Delhi,Tablet,0.0,43696.61,39285.52,1,3558.59,0.313,Opera,POS,Current,0,628.0,73645.06,0,19,0
TXN_015678,CUST_2877,2023-11-03 13:07:42,2650.33,M888,Fuel,NetBanking,49.0,Female,Hyderabad,Desktop,0.0,57576.07,54925.74,1,1244.31,0.175,Edge,ATM,Savings,1,655.0,36699.38,1,13,0
TXN_019632,CUST_6527,2025-05-08 15:38:24,316.65,M549,Electronics,Debit Card,66.0,Other,Chennai,Desktop,0.0,45146.05,44829.4,0,2333.05,0.06,Opera,POS,Current,1,459.0,70092.1,0,15,0
TXN_001651,CUST_7095,2024-08-04 09:28:16,110.49,M236,Fashion,Credit Card,61.0,Other,Bangalore,Mobile,0.0,45444.67,45334.18,0,3799.87,0.118,Safari,POS,Savings,0,635.0,59328.68,1,9,0
TXN_002878,CUST_7520,2025-03-05 17:43:14,687.03,M541,Fashion,Credit Card,55.0,Female,Hyderabad,Mobile,0.0,44428.75,43741.72,0,2545.55,0.479,Edge,ATM,Credit,0,558.0,48794.69,0,17,0
TXN_000018,CUST_7183,2025-05-11 08:42:06,2203.04,M950,Food,Credit Card,44.0,Female,Kolkata,Desktop,0.0,56296.67,54093.63,0,3120.67,0.555,Firefox,ATM,Current,1,726.0,41287.4,0,8,0
TXN_002434,CUST_6315,2025-04-27 14:56:40,1020.74,M376,Electronics,Debit Card,38.0,Female,Chennai,Tablet,0.0,69886.84,47099.92270107663,2,2431.97,0.885,Safari,Online,Current,0,719.0,96925.6,0,14,0
TXN_007807,CUST_4829,2024-01-08 23:20:18,3813.12,M320,Fuel,Debit Card,32.0,Female,Chennai,Desktop,0.0,52899.03,49085.91,2,3327.87,0.487,Opera,Online,Current,0,734.0,32322.19,0,23,0
TXN_000018,CUST_7993,2023-12-12 09:49:14,5287.39,M835,Food,Credit Card,64.0,Other,Chennai,Mobile,0.0,59367.1,54079.71,1,1826.42,0.494,Safari,POS,Current,0,581.0,68320.36,0,9,0
TXN_002187,CUST_7999,2024-09-14 18:08:26,6148.59,M435,Fashion,NetBanking,35.0,Other,Mumbai,Desktop,0.0,32991.7,26843.11,1,593.76,0.419,Opera,Online,Credit,0,574.0,85653.97,0,18,0
TXN_015223,CUST_7786,2025-03-22 01:03:08,14769.78,M198,Food,UPI,52.0,Other,Delhi,Tablet,0.0,12214.81,-2554.97,3,2377.53,0.693,Edge,Online,Current,0,678.0,78687.68,0,1,0
TXN_015061,CUST_3331,2025-08-03 14:00:04,51.02,M880,Food,Credit Card,59.0,Female,Chennai,Tablet,0.0,18405.73,18354.71,1,2327.8,0.726,Opera,ATM,Credit,1,625.0,54046.17,0,14,0
TXN_000018,CUST_5152,2024-07-22 12:32:55,2415.19,M496,Electronics,Debit Card,59.0,Other,Kolkata,Tablet,0.07911960308244484,71140.67,47099.92270107663,0,3202.64,0.454,Chrome,ATM,Credit,0,687.0,91982.95,0,12,0
TXN_003879,CUST_8493,2024-01-03 09:30:34,2442.83,M329,Fashion,UPI,52.0,Male,Delhi,Tablet,0.0,34039.1,31596.27,0,135.86,0.315,Firefox,ATM,Savings,1,663.0,30540.78,0,9,0
TXN_001038,CUST_5295,2024-06-28 15:30:06,3870.41,M879,Fashion,Wallet,19.0,Female,Chennai,Desktop,1.0,43676.5,39806.09,1,4749.17,0.1,Edge,ATM,Current,0,690.0,30972.26,0,15,0
TXN_000018,CUST_7216,2024-01-28 22:07:27,13002.44,M872,Grocery,UPI,56.0,Male,Mumbai,Tablet,0.0,57018.48,44016.04,2,2406.03,0.251,Firefox,ATM,Credit,0,578.0,77459.43,1,22,0
TXN_009062,CUST_9563,2024-05-31 06:32:19,5745.16,M909,Food,UPI,25.0,Male,Mumbai,Mobile,0.07911960308244484,26887.47,21142.31,0,2012.2,0.838,Opera,Online,Credit,0,788.0,60711.66,0,6,0
TXN_012378,CUST_8703,2023-12-20 01:39:37,3762.51,M125,Food,Credit Card,46.0,Other,Delhi,Mobile,0.0,94184.04,90421.53,1,3469.85,0.637,Opera,POS,Current,0,777.0,81002.11,0,1,0
TXN_004268,CUST_4465,2023-08-02 22:34:39,190.25,M507,Electronics,Debit Card,21.0,Other,Bangalore,Desktop,0.0,39204.18,39013.93,2,2180.87,0.186,Firefox,ATM,Savings,0,711.0,28575.34,0,22,0
TXN_012462,CUST_3553,2024-08-30 09:30:24,4309.36,M745,Fuel,NetBanking,69.0,Other,Delhi,Mobile,0.0,64545.68,60236.32,1,1905.41,0.512,Edge,ATM,Credit,0,654.0,65999.91,0,9,0
TXN_007805,CUST_1473,2025-04-13 09:01:52,367.52,M108,Fuel,NetBanking,26.0,Other,Chennai,Mobile,1.0,49972.26,49604.74,0,2110.97,0.983,Chrome,POS,Credit,0,541.0,60845.24,0,9,0
TXN_017216,CUST_1284,2023-06-14 10:01:31,1443.02,M946,Electronics,Wallet,65.0,Male,Hyderabad,Tablet,0.0,75401.88,47099.92270107663,0,2503.85,0.876,Chrome,POS,Savings,0,654.0,49614.5,1,10,0
TXN_012858,CUST_6296,2024-10-21 01:00:36,2938.63,M170,Fashion,NetBanking,43.59759315950596,Male,Hyderabad,Tablet,0.0,56257.69,53319.06,1,3240.63,0.102,Chrome,Online,Current,0,644.0,42996.71,1,1,0
TXN_008553,CUST_9171,2023-02-10 21:09:50,3134.16,M981,Fashion,Debit Card,21.0,Other,Mumbai,Tablet,0.07911960308244484,40448.25,37314.09,2,2081.93,0.168,Firefox,ATM,Savings,1,792.0,33839.48,0,21,0
TXN_000010,CUST_7912,2024-09-15 15:38:24,3693.75,M741,Grocery,Credit Card,27.0,Male,Chennai,Desktop,0.0,44421.68,40727.93,3,2653.87,0.884,Opera,Online,Savings,0,647.0,36922.11,0,15,0
TXN_002060,CUST_3509,2023-07-04 01:41:05,2365.22,M647,Fashion,Debit Card,41.0,Female,Hyderabad,Mobile,0.0,111221.6,108856.38,0,1048.18,0.659,Edge,ATM,Credit,0,614.0,77300.17,0,1,0
TXN_004623,CUST_7746,2023-06-26 14:15:08,475.92,M972,Food,NetBanking,45.0,Male,Bangalore,Mobile,0.0,76169.18,75693.26,1,3965.21,0.382,Opera,Online,Credit,0,588.0,43292.48,1,14,0
TXN_014778,CUST_2180,2023-11-28 12:25:42,51.11,M951,Grocery,NetBanking,34.0,Male,Hyderabad,Desktop,0.0,26373.59,26322.48,1,3838.34,0.493,Chrome,POS,Savings,0,638.0,28318.2,0,12,0
TXN_001475,CUST_3626,2024-08-26 01:18:57,1188.18,M971,Food,Debit Card,28.0,Other,Kolkata,Desktop,0.0,52443.99,51255.81,2,2798.97,0.558,Opera,ATM,Current,0,661.0,70991.33,0,1,0
TXN_018295,CUST_6947,2025-06-09 18:29:04,5397.66,M552,Grocery,NetBanking,44.0,Other,Chennai,Desktop,0.0,60268.07,54870.41,1,1072.88,0.253,Opera,Online,Credit,0,655.0,52202.36,0,18,0
TXN_010964,CUST_9136,2024-05-18 17:31:10,1310.43,M811,Grocery,NetBanking,43.59759315950596,Male,Mumbai,Mobile,0.0,58858.8,57548.37,0,3535.47,0.22,Safari,POS,Credit,0,773.0,56223.31,1,17,0
TXN_004722,CUST_3551,2025-09-17 17:30:00,168.86,M835,Travel,Wallet,23.0,Male,Chennai,Mobile,0.0,37692.92,37524.06,0,1403.79,0.291,Chrome,Online,Current,0,569.0,67309.13,0,17,0
TXN_015235,CUST_7640,2024-07-28 02:51:26,327.92,M296,Food,NetBanking,57.0,Male,Mumbai,Desktop,0.0,49896.93,49569.01,1,1980.76,0.008,Opera,Online,Current,1,647.0,50119.53,2,2,0
TXN_011863,CUST_3416,2023-05-07 18:41:12,4968.07,M617,Electronics,Debit Card,50.0,Female,Bangalore,Tablet,0.0,63758.44,58790.37,0,3829.45,0.965,Opera,POS,Savings,0,736.0,80022.17,0,18,0
TXN_008891,CUST_3069,2023-10-08 08:48:23,954.29,M100,Fashion,UPI,69.0,Female,Mumbai,Mobile,0.0,65736.33,64782.04,1,3079.25,0.691,Firefox,POS,Credit,0,654.0,89389.46,0,8,0
TXN_009890,CUST_5696,2025-05-21 01:09:02,1052.62,M970,Electronics,Credit Card,27.0,Female,Kolkata,Desktop,0.07911960308244484,31143.12,30090.5,2,2025.64,0.769,Safari,ATM,Savings,0,671.0,64378.9,1,1,0
TXN_006707,CUST_2666,2024-05-08 14:59:40,7974.43,M418,Fuel,Credit Card,43.59759315950596,Male,Delhi,Mobile,0.0,41162.74,33188.31,1,1390.45,0.453,Edge,ATM,Credit,0,588.0,56374.55,0,14,0
TXN_000472,CUST_1822,2025-08-07 14:14:18,10507.58,M666,Fuel,Wallet,26.0,Female,Delhi,Tablet,0.0,50225.7,39718.12,0,616.64,0.574,Edge,Online,Savings,0,718.0,50502.44,0,14,0
TXN_002787,CUST_8032,2023-05-26 11:22:53,9704.02,M495,Travel,UPI,47.0,Male,Hyderabad,Desktop,0.0,29757.25,47099.92270107663,2,2769.3,0.128,Edge,Online,Current,0,729.0,64497.92,0,11,0
TXN_000018,CUST_2031,2025-04-30 10:02:30,227.68,M262,Electronics,NetBanking,45.0,Female,Hyderabad,Desktop,0.0,68910.36,47099.92270107663,0,1705.16,0.591,Opera,POS,Current,1,654.0,60301.19,1,10,0
TXN_014992,CUST_1339,2023-06-07 12:57:27,2602.38,M836,Grocery,Credit Card,32.0,Other,Delhi,Tablet,0.0,65332.43,62730.05,2,1405.59,0.408,Firefox,POS,Credit,0,515.0,55904.04,0,12,0
TXN_014357,CUST_8859,2023-02-24 13:28:38,12269.43,M699,Fuel,Debit Card,43.0,Other,Mumbai,Desktop,0.0,32855.75,20586.32,1,1002.97,0.23,Safari,ATM,Credit,0,797.0,53829.86,1,13,0
TXN_011429,CUST_5630,2023-01-10 22:39:03,23.37,M513,Fashion,Wallet,56.0,Other,Chennai,Mobile,0.07911960308244484,38610.41,38587.04,3,3380.27,0.45,Firefox,POS,Current,0,621.0,58186.69,0,22,0
TXN_000831,CUST_9494,2025-05-20 08:31:45,763.15,M379,Food,Wallet,48.0,Other,Chennai,Tablet,0.0,51573.89,47099.92270107663,2,3570.0,0.798,Chrome,POS,Current,0,618.0,56384.7,0,8,0
TXN_013904,CUST_2998,2024-01-14 02:49:37,5463.24,M140,Grocery,NetBanking,28.0,Female,Bangalore,Tablet,0.0,21467.86,16004.62,0,2615.26,0.842,Edge,ATM,Savings,0,786.0,66481.97,0,2,0
TXN_014790,CUST_9374,2024-08-27 06:38:18,7814.37,M662,Fashion,Debit Card,38.0,Female,Chennai,Mobile,0.07911960308244484,31624.84,23810.47,1,1769.64,0.774,Safari,Online,Credit,1,703.0,32835.99,0,6,0
TXN_008753,CUST_2404,2024-01-08 20:49:22,868.77,M287,Food,Debit Card,64.0,Female,Bangalore,Mobile,0.0,50960.73,50091.96,1,1491.59,0.365,Edge,ATM,Savings,0,721.0,50160.39,1,20,0
TXN_002811,CUST_6133,2024-08-30 06:38:25,852.43,M504,Travel,Credit Card,27.0,Male,Kolkata,Desktop,0.0,36079.35,35226.92,0,1542.21,0.404,Firefox,Online,Savings,0,645.0,41808.17,0,6,0
TXN_008942,CUST_5626,2024-03-14 02:41:27,1483.21,M932,Food,Debit Card,19.0,Other,Delhi,Tablet,0.07911960308244484,24669.14,47099.92270107663,0,1841.58,0.397,Chrome,ATM,Savings,0,636.0,75040.67,0,2,0
TXN_001544,CUST_2108,2024-11-01 23:58:52,889.41,M526,Travel,Credit Card,53.0,Female,Hyderabad,Tablet,0.0,45407.73,44518.32,2,3933.15,0.851,Safari,Online,Savings,0,550.0,46929.78,0,23,0
TXN_007067,CUST_7182,2023-03-30 08:03:33,104.7,M701,Fuel,Debit Card,22.0,Female,Hyderabad,Mobile,0.0,71391.48,71286.78,0,2770.57,0.934,Edge,ATM,Current,0,575.0,63625.78,1,8,0
TXN_009990,CUST_6811,2023-11-05 02:08:21,5075.54,M390,Grocery,NetBanking,55.0,Male,Mumbai,Tablet,0.0,70073.93,64998.39,0,3000.17,0.475,Edge,Online,Credit,0,669.0,41142.66,0,2,0
TXN_016222,CUST_8642,2024-07-02 16:58:50,1337.16,M961,Food,Credit Card,62.0,Male,Chennai,Mobile,0.0,46532.31,47099.92270107663,1,2491.68,0.524,Chrome,Online,Current,0,744.0,79079.47,0,16,0
TXN_009337,CUST_5087,2024-02-02 10:41:10,3004.54,M625,Food,Wallet,30.0,Female,Bangalore,Desktop,0.0,94222.34,91217.8,0,2402.72,0.345,Opera,POS,Savings,0,656.0,75052.07,0,10,0
TXN_006204,CUST_3568,2023-09-03 08:07:05,3151.65,M789,Fuel,Debit Card,62.0,Female,Chennai,Desktop,0.0,34989.81,31838.16,1,3686.42,0.966,Firefox,ATM,Current,0,601.0,66953.36,0,8,0
TXN_007357,CUST_6910,2024-03-23 19:52:15,12584.97,M454,Fuel,Credit Card,32.0,Female,Kolkata,Tablet,1.0,100837.35,88252.38,0,2153.06,0.699,Safari,ATM,Savings,0,727.0,34799.15,0,19,0
TXN_004857,CUST_9190,2025-01-26 06:39:02,473.55,M704,Grocery,NetBanking,43.59759315950596,Male,Chennai,Tablet,0.0,49187.14,48713.59,0,2785.57,0.582,Opera,ATM,Current,0,709.0,68987.78,0,6,0
TXN_000633,CUST_8613,2023-02-28 03:39:42,2150.34,M367,Food,NetBanking,54.0,Female,Mumbai,Tablet,0.0,27706.92,25556.58,2,1528.84,0.514,Firefox,POS,Current,0,727.0,38138.23,0,3,0
TXN_016844,CUST_5411,2024-04-29 20:21:02,4099.07,M238,Food,Debit Card,48.0,Other,Bangalore,Tablet,0.0,36639.35,47099.92270107663,3,2571.33,0.105,Opera,ATM,Credit,1,659.0,40374.55,0,20,0
TXN_010953,CUST_1579,2023-03-16 20:56:33,758.54,M101,Food,UPI,65.0,Male,Bangalore,Desktop,0.0,58230.53,57471.99,0,3520.75,0.326,Edge,POS,Current,0,703.0,86614.26,0,20,0
TXN_010466,CUST_1805,2025-04-25 15:04:46,1380.79,M231,Food,UPI,64.0,Other,Delhi,Desktop,0.0,20899.73,19518.94,1,3485.58,0.816,Chrome,Online,Current,0,617.0,41844.78,0,15,0
TXN_009452,CUST_5745,2023-03-19 09:26:17,2952.46,M642,Food,UPI,20.0,Other,Bangalore,Mobile,1.0,21695.91,18743.45,0,1281.14,0.504189027931781,Safari,Online,Savings,0,688.0,51578.43,0,9,0
TXN_017905,CUST_9806,2024-01-04 17:05:15,1931.06,M816,Fuel,UPI,43.59759315950596,Female,Bangalore,Desktop,0.0,88243.17,86312.11,3,2382.15,0.943,Opera,ATM,Current,0,514.0,81463.99,0,17,0
TXN_001899,CUST_8225,2023-09-15 07:49:21,1317.3,M891,Fuel,UPI,47.0,Male,Kolkata,Mobile,0.0,36157.29,47099.92270107663,0,1915.88,0.818,Chrome,Online,Savings,0,651.0,41475.26,0,7,0
TXN_015872,CUST_4544,2024-09-06 13:32:03,107.15,M328,Travel,Debit Card,27.0,Male,Kolkata,Tablet,1.0,49451.33,47099.92270107663,1,2139.02,0.615,Opera,Online,Savings,0,706.0,52614.53,0,13,0
TXN_005138,CUST_5237,2024-09-06 07:33:08,249.22,M185,Fashion,Credit Card,28.0,Other,Mumbai,Tablet,0.0,11950.5,11701.28,1,3358.38,0.726,Firefox,POS,Savings,0,690.0,48470.66,0,7,0
TXN_000018,CUST_3881,2024-09-10 18:27:22,8766.71,M577,Electronics,Wallet,65.0,Female,Bangalore,Mobile,0.0,50459.73,41693.02,1,2022.14,0.655,Chrome,ATM,Credit,0,685.0,41937.66,0,18,0
TXN_000739,CUST_4404,2025-08-13 11:33:07,1734.82,M295,Electronics,Credit Card,40.0,Male,Hyderabad,Tablet,0.0,49245.09,47510.27,0,1692.43,0.613,Safari,Online,Savings,0,650.0,78253.85,1,11,0
TXN_004982,CUST_9747,2023-12-19 01:43:11,832.62,M504,Fashion,Wallet,65.0,Male,Kolkata,Desktop,0.0,53707.21,52874.59,1,2399.1,0.891,Firefox,Online,Credit,0,599.0,75403.09,0,1,0
TXN_008751,CUST_2307,2024-01-30 04:28:56,2822.58,M490,Travel,Wallet,27.0,Male,Hyderabad,Tablet,0.0,45527.28,47099.92270107663,0,3002.41,0.127,Opera,Online,Credit,0,702.0,60214.82,0,4,0
TXN_019514,CUST_4373,2025-09-27 11:19:48,2672.99,M567,Food,NetBanking,60.0,Female,Kolkata,Mobile,0.0,74790.15,47099.92270107663,2,1055.42,0.471,Firefox,Online,Credit,1,584.0,66969.39,1,11,0
TXN_005836,CUST_3962,2025-03-19 17:14:27,2714.68,M862,Fashion,UPI,57.0,Other,Bangalore,Tablet,0.0,17920.24,47099.92270107663,1,3472.43,0.875,Firefox,POS,Current,0,593.0,59751.56,0,17,0
TXN_000018,CUST_1189,2023-01-17 06:08:46,793.21,M676,Travel,Debit Card,55.0,Other,Mumbai,Desktop,0.0,53033.2,47099.92270107663,1,1126.96,0.783,Safari,Online,Savings,0,655.0,81352.61,0,6,0
TXN_015565,CUST_7973,2024-02-02 10:20:38,932.68,M557,Fashion,NetBanking,36.0,Male,Bangalore,Mobile,0.0,59173.64,58240.96,0,3394.8,0.397,Firefox,ATM,Current,0,552.0,68811.75,0,10,0
TXN_010639,CUST_3540,2025-05-03 22:37:31,4168.64,M718,Grocery,UPI,50.0,Other,Mumbai,Mobile,0.0,46197.07,42028.43,1,353.95,0.882,Firefox,Online,Current,0,664.0,60222.53,0,22,0
TXN_005901,CUST_2600,2024-10-01 18:52:59,2995.31,M515,Travel,UPI,31.0,Female,Delhi,Desktop,0.0,78096.18,75100.87,3,2484.38,0.895,Chrome,POS,Credit,0,679.0,40343.3,0,18,0
TXN_019469,CUST_7895,2025-01-09 03:40:43,1536.95,M395,Electronics,UPI,47.0,Male,Hyderabad,Desktop,0.0,44311.78,42774.83,2,4877.63,0.03,Safari,Online,Savings,0,751.0,67771.94,0,3,0
TXN_005480,CUST_1582,2025-09-11 13:25:02,1087.62,M968,Fashion,NetBanking,68.0,Other,Delhi,Desktop,0.07911960308244484,102866.16,101778.54,0,3869.0,0.618,Firefox,ATM,Current,0,652.0,54107.83,0,13,0
TXN_013056,CUST_6274,2024-07-06 05:25:56,2651.14,M424,Grocery,Debit Card,68.0,Male,Kolkata,Desktop,0.0,22531.97,19880.83,0,2933.34,0.504189027931781,Chrome,ATM,Savings,0,630.0,43277.26,1,5,0
TXN_000545,CUST_1441,2024-01-18 17:44:27,2888.01,M413,Fashion,NetBanking,30.0,Female,Mumbai,Mobile,0.0,42260.82,39372.81,1,2267.38,0.678,Safari,ATM,Credit,1,678.0,62926.1,0,17,0
TXN_007821,CUST_9854,2024-05-02 02:48:51,1312.84,M114,Food,Credit Card,36.0,Female,Mumbai,Desktop,0.0,71440.44,70127.6,0,688.25,0.601,Safari,ATM,Current,0,621.0,76917.65,0,2,0
TXN_001361,CUST_7299,2025-03-27 08:45:52,7303.67,M884,Fashion,UPI,40.0,Other,Hyderabad,Mobile,0.0,63262.34,55958.67,3,1778.99,0.087,Safari,Online,Credit,0,668.0,60396.61,0,8,0
TXN_019108,CUST_2906,2025-05-24 21:07:48,88.01,M835,Grocery,Debit Card,23.0,Other,Mumbai,Desktop,0.0,22167.78,22079.77,1,1795.16,0.055,Chrome,ATM,Credit,0,609.0,60512.85,1,21,0
TXN_002683,CUST_9951,2023-10-26 10:12:35,44.41,M192,Travel,UPI,57.0,Other,Mumbai,Mobile,0.0,56199.94,56155.53,1,3151.42,0.307,Edge,Online,Current,0,664.0,81105.14,0,10,0
TXN_015888,CUST_1349,2024-02-16 18:48:50,1288.96,M629,Travel,Credit Card,61.0,Male,Chennai,Desktop,1.0,90579.41,89290.45,0,3504.93,0.504189027931781,Edge,ATM,Savings,0,668.0,50418.18,0,18,0
TXN_001054,CUST_1609,2025-05-19 20:28:24,4810.12,M731,Fuel,Debit Card,40.0,Female,Chennai,Mobile,0.0,27253.48,22443.36,1,2253.4,0.58,Firefox,POS,Current,0,528.0,81607.41,0,20,0
TXN_010229,CUST_5097,2024-12-23 00:33:39,646.04,M807,Grocery,NetBanking,42.0,Male,Hyderabad,Tablet,0.0,42121.92,41475.88,1,3646.32,0.906,Chrome,ATM,Current,0,687.0,35810.66,0,0,0
